"","countyfips","statefip","year","population","anti_racial.max","anti_racial.sum","anti_racial.mean","racial_crime_diff","racial_crime_per_cap","racial_crime_per_1000"
"2502",27,25,2013,798552,1,4,0.398809523809524,3.60119047619048,5.00906641020247e-06,0.00500906641020247
"2503",27,25,2014,798552,1,3,0.398809523809524,2.60119047619048,3.75679980765185e-06,0.00375679980765185
"2504",27,25,2015,798552,1,5,0.398809523809524,4.60119047619048,6.26133301275308e-06,0.00626133301275308
"2505",27,25,2016,798552,1,8,0.398809523809524,7.60119047619048,1.00181328204049e-05,0.0100181328204049
"2506",27,26,2005,52293,1,1,0.684210526315789,0.315789473684211,1.91230183772207e-05,0.0191230183772207
"2507",27,26,2006,52293,0,0,0.684210526315789,-0.684210526315789,0,0
"2508",27,26,2007,52293,1,1,0.684210526315789,0.315789473684211,1.91230183772207e-05,0.0191230183772207
"2509",27,26,2008,52293,1,5,0.684210526315789,4.31578947368421,9.56150918861033e-05,0.0956150918861033
"2510",27,26,2009,52293,1,1,0.684210526315789,0.315789473684211,1.91230183772207e-05,0.0191230183772207
"2511",27,26,2013,52293,1,2,0.684210526315789,1.31578947368421,3.82460367544413e-05,0.0382460367544413
"2512",27,26,2014,52293,1,2,0.684210526315789,1.31578947368421,3.82460367544413e-05,0.0382460367544413
"2513",27,26,2015,52293,1,1,0.684210526315789,0.315789473684211,1.91230183772207e-05,0.0191230183772207
"2514",27,26,2016,52293,0,0,0.684210526315789,-0.684210526315789,0,0
"2515",27,27,2005,58999,1,3,0.583333333333333,2.41666666666667,5.08483194630417e-05,0.0508483194630417
"2516",27,27,2007,58999,0,0,0.583333333333333,-0.583333333333333,0,0
"2517",27,27,2008,58999,0,0,0.583333333333333,-0.583333333333333,0,0
"2518",27,27,2011,58999,1,1,0.583333333333333,0.416666666666667,1.69494398210139e-05,0.0169494398210139
"2519",27,27,2012,58999,1,1,0.583333333333333,0.416666666666667,1.69494398210139e-05,0.0169494398210139
"2520",27,27,2013,58999,1,1,0.583333333333333,0.416666666666667,1.69494398210139e-05,0.0169494398210139
"2521",27,27,2014,58999,1,1,0.583333333333333,0.416666666666667,1.69494398210139e-05,0.0169494398210139
"2522",27,27,2015,58999,0,0,0.583333333333333,-0.583333333333333,0,0
"2523",27,27,2016,58999,0,0,0.583333333333333,-0.583333333333333,0,0
"2524",27,32,2006,6753,1,1,1,0,0.00014808233377758,0.14808233377758
"2525",27,34,2005,492276,1,15,0.389655172413793,14.6103448275862,3.04707115520562e-05,0.0304707115520562
"2526",27,34,2006,492276,1,19,0.389655172413793,18.6103448275862,3.85962346326045e-05,0.0385962346326045
"2527",27,34,2007,492276,1,13,0.389655172413793,12.6103448275862,2.6407950011782e-05,0.026407950011782
"2528",27,34,2008,492276,1,13,0.389655172413793,12.6103448275862,2.6407950011782e-05,0.026407950011782
"2529",27,34,2009,492276,1,15,0.389655172413793,14.6103448275862,3.04707115520562e-05,0.0304707115520562
"2530",27,34,2010,492276,1,5,0.389655172413793,4.61034482758621,1.01569038506854e-05,0.0101569038506854
"2531",27,34,2011,492276,1,4,0.389655172413793,3.61034482758621,8.12552308054831e-06,0.00812552308054831
"2532",27,34,2012,492276,1,4,0.389655172413793,3.61034482758621,8.12552308054831e-06,0.00812552308054831
"2533",27,34,2013,492276,1,3,0.389655172413793,2.61034482758621,6.09414231041123e-06,0.00609414231041123
"2534",27,34,2014,492276,1,7,0.389655172413793,6.61034482758621,1.42196653909595e-05,0.0142196653909595
"2535",27,34,2015,492276,1,9,0.389655172413793,8.61034482758621,1.82824269312337e-05,0.0182824269312337
"2536",27,34,2016,492276,1,6,0.389655172413793,5.61034482758621,1.21882846208225e-05,0.0121882846208225
"2537",27,36,2005,297488,0,0,0.486842105263158,-0.486842105263158,0,0
"2538",27,36,2006,297488,1,2,0.486842105263158,1.51315789473684,6.72296025385898e-06,0.00672296025385898
"2539",27,36,2007,297488,1,2,0.486842105263158,1.51315789473684,6.72296025385898e-06,0.00672296025385898
"2540",27,36,2008,297488,1,2,0.486842105263158,1.51315789473684,6.72296025385898e-06,0.00672296025385898
"2541",27,36,2009,297488,1,3,0.486842105263158,2.51315789473684,1.00844403807885e-05,0.0100844403807885
"2542",27,36,2010,297488,1,8,0.486842105263158,7.51315789473684,2.68918410154359e-05,0.0268918410154359
"2543",27,36,2011,297488,1,6,0.486842105263158,5.51315789473684,2.01688807615769e-05,0.0201688807615769
"2544",27,36,2012,297488,1,6,0.486842105263158,5.51315789473684,2.01688807615769e-05,0.0201688807615769
"2545",27,36,2013,297488,1,3,0.486842105263158,2.51315789473684,1.00844403807885e-05,0.0100844403807885
"2546",27,36,2014,297488,1,2,0.486842105263158,1.51315789473684,6.72296025385898e-06,0.00672296025385898
"2547",27,36,2015,297488,1,3,0.486842105263158,2.51315789473684,1.00844403807885e-05,0.0100844403807885
"2548",27,36,2016,297488,0,0,0.486842105263158,-0.486842105263158,0,0
"2549",27,37,2006,83029,1,2,0.909090909090909,1.09090909090909,2.40879692637512e-05,0.0240879692637512
"2550",27,37,2009,83029,1,1,0.909090909090909,0.0909090909090909,1.20439846318756e-05,0.0120439846318756
"2551",27,37,2010,83029,1,2,0.909090909090909,1.09090909090909,2.40879692637512e-05,0.0240879692637512
"2552",27,37,2012,83029,1,3,0.909090909090909,2.09090909090909,3.61319538956268e-05,0.0361319538956268
"2553",27,37,2014,83029,1,1,0.909090909090909,0.0909090909090909,1.20439846318756e-05,0.0120439846318756
"2554",27,37,2015,83029,1,1,0.909090909090909,0.0909090909090909,1.20439846318756e-05,0.0120439846318756
"2555",27,39,2005,42040,1,2,0.52,1.48,4.75737392959087e-05,0.0475737392959087
"2556",27,39,2006,42040,1,2,0.52,1.48,4.75737392959087e-05,0.0475737392959087
"2557",27,39,2007,42040,0,0,0.52,-0.52,0,0
"2558",27,39,2008,42040,1,1,0.52,0.48,2.37868696479543e-05,0.0237868696479543
"2559",27,39,2009,42040,0,0,0.52,-0.52,0,0
"2560",27,39,2010,42040,1,1,0.52,0.48,2.37868696479543e-05,0.0237868696479543
"2561",27,39,2011,42040,1,2,0.52,1.48,4.75737392959087e-05,0.0475737392959087
"2562",27,39,2014,42040,1,2,0.52,1.48,4.75737392959087e-05,0.0475737392959087
"2563",27,39,2015,42040,1,2,0.52,1.48,4.75737392959087e-05,0.0475737392959087
"2564",27,39,2016,42040,1,1,0.52,0.48,2.37868696479543e-05,0.0237868696479543
"2565",27,40,2005,255755,1,2,0.688888888888889,1.31111111111111,7.81998396903286e-06,0.00781998396903286
"2566",27,40,2006,255755,1,5,0.688888888888889,4.31111111111111,1.95499599225822e-05,0.0195499599225822
"2567",27,40,2007,255755,1,2,0.688888888888889,1.31111111111111,7.81998396903286e-06,0.00781998396903286
"2568",27,40,2008,255755,1,6,0.688888888888889,5.31111111111111,2.34599519070986e-05,0.0234599519070986
"2569",27,40,2009,255755,1,2,0.688888888888889,1.31111111111111,7.81998396903286e-06,0.00781998396903286
"2570",27,40,2010,255755,1,4,0.688888888888889,3.31111111111111,1.56399679380657e-05,0.0156399679380657
"2571",27,40,2011,255755,1,5,0.688888888888889,4.31111111111111,1.95499599225822e-05,0.0195499599225822
"2572",27,40,2013,255755,1,3,0.688888888888889,2.31111111111111,1.17299759535493e-05,0.0117299759535493
"2573",27,40,2014,255755,1,1,0.688888888888889,0.311111111111111,3.90999198451643e-06,0.00390999198451643
"2574",27,40,2015,255755,1,1,0.688888888888889,0.311111111111111,3.90999198451643e-06,0.00390999198451643
"2575",27,40,2016,255755,0,0,0.688888888888889,-0.688888888888889,0,0
"2576",27,41,2014,22346,0,0,0.333333333333333,-0.333333333333333,0,0
"2577",27,41,2015,22346,1,2,0.333333333333333,1.66666666666667,8.95014767743668e-05,0.0895014767743668
"2578",27,41,2016,22346,0,0,0.333333333333333,-0.333333333333333,0,0
"2579",27,42,2005,153990,1,4,0.525423728813559,3.47457627118644,2.59757127086174e-05,0.0259757127086174
"2580",27,42,2008,153990,1,3,0.525423728813559,2.47457627118644,1.94817845314631e-05,0.0194817845314631
"2581",27,42,2009,153990,1,3,0.525423728813559,2.47457627118644,1.94817845314631e-05,0.0194817845314631
"2582",27,42,2010,153990,1,3,0.525423728813559,2.47457627118644,1.94817845314631e-05,0.0194817845314631
"2583",27,42,2011,153990,1,1,0.525423728813559,0.474576271186441,6.49392817715436e-06,0.00649392817715436
"2584",27,42,2012,153990,1,1,0.525423728813559,0.474576271186441,6.49392817715436e-06,0.00649392817715436
"2585",27,42,2013,153990,1,4,0.525423728813559,3.47457627118644,2.59757127086174e-05,0.0259757127086174
"2586",27,42,2014,153990,1,3,0.525423728813559,2.47457627118644,1.94817845314631e-05,0.0194817845314631
"2587",27,42,2015,153990,1,2,0.525423728813559,1.47457627118644,1.29878563543087e-05,0.0129878563543087
"2588",27,42,2016,153990,1,7,0.525423728813559,6.47457627118644,4.54574972400805e-05,0.0454574972400805
"2589",27,45,2006,34971,1,3,0.769230769230769,2.23076923076923,8.57853650167281e-05,0.0857853650167281
"2590",27,45,2007,34971,1,3,0.769230769230769,2.23076923076923,8.57853650167281e-05,0.0857853650167281
"2591",27,45,2008,34971,1,2,0.769230769230769,1.23076923076923,5.71902433444854e-05,0.0571902433444854
"2592",27,45,2011,34971,1,1,0.769230769230769,0.230769230769231,2.85951216722427e-05,0.0285951216722427
"2593",27,45,2012,34971,1,1,0.769230769230769,0.230769230769231,2.85951216722427e-05,0.0285951216722427
"2594",27,45,2013,34971,0,0,0.769230769230769,-0.769230769230769,0,0
"2595",27,46,2005,13864,1,1,0.5,0.5,7.21292556260819e-05,0.0721292556260819
"2596",27,46,2006,13864,1,1,0.5,0.5,7.21292556260819e-05,0.0721292556260819
"2597",27,46,2013,13864,1,1,0.5,0.5,7.21292556260819e-05,0.0721292556260819
"2598",27,46,2014,13864,0,0,0.5,-0.5,0,0
"2599",27,46,2015,13864,0,0,0.5,-0.5,0,0
"2600",27,48,2005,310235,1,1,0.444444444444444,0.555555555555556,3.22336293454962e-06,0.00322336293454962
"2601",27,48,2006,310235,1,1,0.444444444444444,0.555555555555556,3.22336293454962e-06,0.00322336293454962
"2602",27,48,2008,310235,1,1,0.444444444444444,0.555555555555556,3.22336293454962e-06,0.00322336293454962
"2603",27,48,2009,310235,1,3,0.444444444444444,2.55555555555556,9.67008880364885e-06,0.00967008880364885
"2604",27,48,2012,310235,0,0,0.444444444444444,-0.444444444444444,0,0
"2605",27,48,2013,310235,1,1,0.444444444444444,0.555555555555556,3.22336293454962e-06,0.00322336293454962
"2606",27,48,2014,310235,1,1,0.444444444444444,0.555555555555556,3.22336293454962e-06,0.00322336293454962
"2607",27,48,2016,310235,0,0,0.444444444444444,-0.444444444444444,0,0
"2608",27,50,2005,56670,1,1,0.1,0.9,1.76460208223046e-05,0.0176460208223046
"2609",27,50,2006,56670,0,0,0.1,-0.1,0,0
"2610",27,50,2008,56670,0,0,0.1,-0.1,0,0
"2611",27,50,2009,56670,0,0,0.1,-0.1,0,0
"2612",27,50,2013,56670,0,0,0.1,-0.1,0,0
"2613",27,50,2016,56670,0,0,0.1,-0.1,0,0
"2614",27,51,2013,24098,0,0,0,0,0,0
"2615",27,53,2008,72797,1,1,0.611111111111111,0.388888888888889,1.37368298144154e-05,0.0137368298144154
"2616",27,53,2009,72797,0,0,0.611111111111111,-0.611111111111111,0,0
"2617",27,53,2012,72797,1,2,0.611111111111111,1.38888888888889,2.74736596288309e-05,0.0274736596288309
"2618",27,53,2013,72797,1,5,0.611111111111111,4.38888888888889,6.86841490720771e-05,0.0686841490720771
"2619",27,53,2014,72797,1,1,0.611111111111111,0.388888888888889,1.37368298144154e-05,0.0137368298144154
"2620",27,53,2015,72797,1,1,0.611111111111111,0.388888888888889,1.37368298144154e-05,0.0137368298144154
"2621",27,53,2016,72797,1,1,0.611111111111111,0.388888888888889,1.37368298144154e-05,0.0137368298144154
"2622",27,54,2007,23964,0,0,0.5,-0.5,0,0
"2623",27,54,2008,23964,1,1,0.5,0.5,4.17292605575029e-05,0.0417292605575029
"2624",27,55,2008,88759,1,2,0.75,1.25,2.2532926238466e-05,0.022532926238466
"2625",27,55,2014,88759,1,1,0.75,0.25,1.1266463119233e-05,0.011266463119233
"2626",27,56,2007,2484,1,1,1,0,0.000402576489533011,0.402576489533011
"2627",27,56,2010,2484,1,1,1,0,0.000402576489533011,0.402576489533011
"2628",28,35,2008,17950,0,0,0,0,0,0
"2629",29,1,2011,14972,1,1,1,0,6.67913438418381e-05,0.0667913438418381
"2630",29,5,2005,21273,1,2,0.571428571428571,1.42857142857143,9.40158886851878e-05,0.0940158886851878
"2631",29,5,2007,21273,1,1,0.571428571428571,0.428571428571429,4.70079443425939e-05,0.0470079443425939
"2632",29,5,2008,21273,1,1,0.571428571428571,0.428571428571429,4.70079443425939e-05,0.0470079443425939
"2633",29,5,2009,21273,0,0,0.571428571428571,-0.571428571428571,0,0
"2634",29,5,2010,21273,0,0,0.571428571428571,-0.571428571428571,0,0
"2635",29,6,2005,839631,1,12,0.658385093167702,11.3416149068323,1.42919925538719e-05,0.0142919925538719
"2636",29,6,2006,839631,1,17,0.658385093167702,16.3416149068323,2.02469894513185e-05,0.0202469894513185
"2637",29,6,2007,839631,1,8,0.658385093167702,7.3416149068323,9.52799503591459e-06,0.00952799503591459
"2638",29,6,2008,839631,1,10,0.658385093167702,9.3416149068323,1.19099937948932e-05,0.0119099937948932
"2639",29,6,2009,839631,1,18,0.658385093167702,17.3416149068323,2.14379888308078e-05,0.0214379888308078
"2640",29,6,2010,839631,1,9,0.658385093167702,8.3416149068323,1.07189944154039e-05,0.0107189944154039
"2641",29,6,2011,839631,1,7,0.658385093167702,6.3416149068323,8.33699565642526e-06,0.00833699565642526
"2642",29,6,2012,839631,1,5,0.658385093167702,4.3416149068323,5.95499689744662e-06,0.00595499689744662
"2643",29,6,2013,839631,1,6,0.658385093167702,5.3416149068323,7.14599627693594e-06,0.00714599627693594
"2644",29,6,2014,839631,1,6,0.658385093167702,5.3416149068323,7.14599627693594e-06,0.00714599627693594
"2645",29,6,2015,839631,1,2,0.658385093167702,1.3416149068323,2.38199875897865e-06,0.00238199875897865
"2646",29,6,2016,839631,1,6,0.658385093167702,5.3416149068323,7.14599627693594e-06,0.00714599627693594
"2647",29,8,2005,30952,1,2,0.4,1.6,6.46161798914448e-05,0.0646161798914448
"2648",29,8,2012,30952,0,0,0.4,-0.4,0,0
"2649",29,8,2016,30952,0,0,0.4,-0.4,0,0
"2650",29,17,2007,53873,1,1,0.75,0.25,1.85621740018191e-05,0.0185621740018191
"2651",29,17,2011,53873,1,1,0.75,0.25,1.85621740018191e-05,0.0185621740018191
"2652",29,17,2016,53873,1,1,0.75,0.25,1.85621740018191e-05,0.0185621740018191
"2653",29,19,2014,13956,0,0,0,0,0,0
"2654",29,20,2006,9533,1,1,0.75,0.25,0.00010489877268436,0.10489877268436
"2655",29,20,2007,9533,1,1,0.75,0.25,0.00010489877268436,0.10489877268436
"2656",29,20,2012,9533,1,1,0.75,0.25,0.00010489877268436,0.10489877268436
"2657",29,21,2009,74319,1,4,0.648648648648649,3.35135135135135,5.3822037433227e-05,0.053822037433227
"2658",29,21,2010,74319,1,3,0.648648648648649,2.35135135135135,4.03665280749203e-05,0.0403665280749203
"2659",29,21,2011,74319,1,2,0.648648648648649,1.35135135135135,2.69110187166135e-05,0.0269110187166135
"2660",29,21,2012,74319,1,3,0.648648648648649,2.35135135135135,4.03665280749203e-05,0.0403665280749203
"2661",29,21,2013,74319,1,3,0.648648648648649,2.35135135135135,4.03665280749203e-05,0.0403665280749203
"2662",29,21,2014,74319,1,2,0.648648648648649,1.35135135135135,2.69110187166135e-05,0.0269110187166135
"2663",29,21,2015,74319,1,3,0.648648648648649,2.35135135135135,4.03665280749203e-05,0.0403665280749203
"2664",29,21,2016,74319,1,4,0.648648648648649,3.35135135135135,5.3822037433227e-05,0.053822037433227
"2665",29,23,2005,32856,1,1,0.5,0.5,3.04358412466521e-05,0.0304358412466521
"2666",29,23,2007,32856,1,1,0.5,0.5,3.04358412466521e-05,0.0304358412466521
"2667",29,23,2009,32856,1,1,0.5,0.5,3.04358412466521e-05,0.0304358412466521
"2668",29,23,2010,32856,0,0,0.5,-0.5,0,0
"2669",29,23,2012,32856,1,1,0.5,0.5,3.04358412466521e-05,0.0304358412466521
"2670",29,23,2013,32856,0,0,0.5,-0.5,0,0
"2671",29,24,2006,20197,1,2,1,1,9.90246076149923e-05,0.0990246076149923
"2672",29,24,2007,20197,1,1,1,0,4.95123038074962e-05,0.0495123038074962
"2673",29,26,2010,25949,0,0,0.333333333333333,-0.333333333333333,0,0
"2674",29,26,2011,25949,1,1,0.333333333333333,0.666666666666667,3.85371305252611e-05,0.0385371305252611
"2675",29,29,2008,44002,1,1,1,0,2.27262397163765e-05,0.0227262397163765
"2676",29,30,2005,90928,1,2,0.235294117647059,1.76470588235294,2.19954249516101e-05,0.0219954249516101
"2677",29,30,2006,90928,1,1,0.235294117647059,0.764705882352941,1.0997712475805e-05,0.010997712475805
"2678",29,30,2007,90928,0,0,0.235294117647059,-0.235294117647059,0,0
"2679",29,30,2008,90928,0,0,0.235294117647059,-0.235294117647059,0,0
"2680",29,30,2009,90928,0,0,0.235294117647059,-0.235294117647059,0,0
"2681",29,30,2010,90928,0,0,0.235294117647059,-0.235294117647059,0,0
"2682",29,30,2011,90928,1,1,0.235294117647059,0.764705882352941,1.0997712475805e-05,0.010997712475805
"2683",29,30,2012,90928,0,0,0.235294117647059,-0.235294117647059,0,0
"2684",29,30,2013,90928,1,2,0.235294117647059,1.76470588235294,2.19954249516101e-05,0.0219954249516101
"2685",29,30,2014,90928,1,1,0.235294117647059,0.764705882352941,1.0997712475805e-05,0.010997712475805
"2686",29,30,2015,90928,1,1,0.235294117647059,0.764705882352941,1.0997712475805e-05,0.010997712475805
"2687",29,30,2016,90928,0,0,0.235294117647059,-0.235294117647059,0,0
"2688",29,34,2005,576567,1,40,0.42043795620438,39.5795620437956,6.93761522945295e-05,0.0693761522945295
"2689",29,34,2006,576567,1,42,0.42043795620438,41.5795620437956,7.2844959909256e-05,0.072844959909256
"2690",29,34,2007,576567,1,42,0.42043795620438,41.5795620437956,7.2844959909256e-05,0.072844959909256
"2691",29,34,2008,576567,1,30,0.42043795620438,29.5795620437956,5.20321142208971e-05,0.0520321142208971
"2692",29,34,2009,576567,1,13,0.42043795620438,12.5795620437956,2.25472494957221e-05,0.0225472494957221
"2693",29,34,2010,576567,1,29,0.42043795620438,28.5795620437956,5.02977104135339e-05,0.0502977104135339
"2694",29,34,2011,576567,1,19,0.42043795620438,18.5795620437956,3.29536723399015e-05,0.0329536723399015
"2695",29,34,2012,576567,1,20,0.42043795620438,19.5795620437956,3.46880761472648e-05,0.0346880761472648
"2696",29,34,2013,576567,1,27,0.42043795620438,26.5795620437956,4.68289027988074e-05,0.0468289027988074
"2697",29,34,2014,576567,1,13,0.42043795620438,12.5795620437956,2.25472494957221e-05,0.0225472494957221
"2698",29,34,2015,576567,1,9,0.42043795620438,8.57956204379562,1.56096342662691e-05,0.0156096342662691
"2699",29,34,2016,576567,1,4,0.42043795620438,3.57956204379562,6.93761522945295e-06,0.00693761522945295
"2700",29,36,2005,919040,1,3,0.5,2.5,3.26427576601671e-06,0.00326427576601671
"2701",29,36,2006,919040,1,4,0.5,3.5,4.35236768802228e-06,0.00435236768802228
"2702",29,36,2007,919040,1,1,0.5,0.5,1.08809192200557e-06,0.00108809192200557
"2703",29,36,2008,919040,1,15,0.5,14.5,1.63213788300836e-05,0.0163213788300836
"2704",29,36,2009,919040,1,22,0.5,21.5,2.39380222841226e-05,0.0239380222841226
"2705",29,36,2010,919040,1,24,0.5,23.5,2.61142061281337e-05,0.0261142061281337
"2706",29,36,2011,919040,1,17,0.5,16.5,1.84975626740947e-05,0.0184975626740947
"2707",29,36,2012,919040,1,25,0.5,24.5,2.72022980501393e-05,0.0272022980501393
"2708",29,36,2013,919040,1,12,0.5,11.5,1.30571030640669e-05,0.0130571030640669
"2709",29,36,2014,919040,1,12,0.5,11.5,1.30571030640669e-05,0.0130571030640669
"2710",29,36,2015,919040,1,6,0.5,5.5,6.52855153203343e-06,0.00652855153203343
"2711",29,36,2016,919040,1,9,0.5,8.5,9.79282729805014e-06,0.00979282729805014
"2712",29,39,2008,107841,1,1,0.25,0.75,9.27291104496434e-06,0.00927291104496435
"2713",29,39,2010,107841,1,2,0.25,1.75,1.85458220899287e-05,0.0185458220899287
"2714",29,39,2011,107841,1,1,0.25,0.75,9.27291104496434e-06,0.00927291104496435
"2715",29,39,2012,107841,1,1,0.25,0.75,9.27291104496434e-06,0.00927291104496435
"2716",29,39,2013,107841,0,0,0.25,-0.25,0,0
"2717",29,39,2014,107841,0,0,0.25,-0.25,0,0
"2718",29,39,2016,107841,0,0,0.25,-0.25,0,0
"2719",29,41,2005,203206,1,2,0.522727272727273,1.47727272727273,9.84222906803933e-06,0.00984222906803933
"2720",29,41,2006,203206,1,3,0.522727272727273,2.47727272727273,1.4763343602059e-05,0.014763343602059
"2721",29,41,2007,203206,1,5,0.522727272727273,4.47727272727273,2.46055726700983e-05,0.0246055726700983
"2722",29,41,2008,203206,1,2,0.522727272727273,1.47727272727273,9.84222906803933e-06,0.00984222906803933
"2723",29,41,2009,203206,1,1,0.522727272727273,0.477272727272727,4.92111453401966e-06,0.00492111453401967
"2724",29,41,2010,203206,1,1,0.522727272727273,0.477272727272727,4.92111453401966e-06,0.00492111453401967
"2725",29,41,2011,203206,1,5,0.522727272727273,4.47727272727273,2.46055726700983e-05,0.0246055726700983
"2726",29,41,2012,203206,1,1,0.522727272727273,0.477272727272727,4.92111453401966e-06,0.00492111453401967
"2727",29,41,2013,203206,1,1,0.522727272727273,0.477272727272727,4.92111453401966e-06,0.00492111453401967
"2728",29,41,2014,203206,0,0,0.522727272727273,-0.522727272727273,0,0
"2729",29,41,2015,203206,0,0,0.522727272727273,-0.522727272727273,0,0
"2730",29,41,2016,203206,1,2,0.522727272727273,1.47727272727273,9.84222906803933e-06,0.00984222906803933
"2731",29,42,2005,498886,1,7,0.378787878787879,6.62121212121212,1.40312616509583e-05,0.0140312616509583
"2732",29,42,2006,498886,1,5,0.378787878787879,4.62121212121212,1.00223297506845e-05,0.0100223297506845
"2733",29,42,2007,498886,1,5,0.378787878787879,4.62121212121212,1.00223297506845e-05,0.0100223297506845
"2734",29,42,2008,498886,1,2,0.378787878787879,1.62121212121212,4.00893190027381e-06,0.00400893190027381
"2735",29,42,2009,498886,1,2,0.378787878787879,1.62121212121212,4.00893190027381e-06,0.00400893190027381
"2736",29,42,2010,498886,1,2,0.378787878787879,1.62121212121212,4.00893190027381e-06,0.00400893190027381
"2737",29,42,2011,498886,1,1,0.378787878787879,0.621212121212121,2.00446595013691e-06,0.0020044659501369
"2738",29,42,2012,498886,1,1,0.378787878787879,0.621212121212121,2.00446595013691e-06,0.0020044659501369
"2739",29,42,2013,498886,0,0,0.378787878787879,-0.378787878787879,0,0
"2740",29,42,2015,498886,0,0,0.378787878787879,-0.378787878787879,0,0
"2741",29,45,2005,38892,0,0,0.274193548387097,-0.274193548387097,0,0
"2742",29,45,2007,38892,1,2,0.274193548387097,1.7258064516129,5.14244574719737e-05,0.0514244574719737
"2743",29,45,2008,38892,1,3,0.274193548387097,2.7258064516129,7.71366862079605e-05,0.0771366862079605
"2744",29,45,2009,38892,1,3,0.274193548387097,2.7258064516129,7.71366862079605e-05,0.0771366862079605
"2745",29,45,2010,38892,1,2,0.274193548387097,1.7258064516129,5.14244574719737e-05,0.0514244574719737
"2746",29,45,2011,38892,1,4,0.274193548387097,3.7258064516129,0.000102848914943947,0.102848914943947
"2747",29,45,2012,38892,1,2,0.274193548387097,1.7258064516129,5.14244574719737e-05,0.0514244574719737
"2748",29,45,2013,38892,0,0,0.274193548387097,-0.274193548387097,0,0
"2749",29,45,2015,38892,1,1,0.274193548387097,0.725806451612903,2.57122287359868e-05,0.0257122287359868
"2750",29,45,2016,38892,0,0,0.274193548387097,-0.274193548387097,0,0
"2751",29,46,2008,27227,1,2,0.7,1.3,7.34564953906049e-05,0.0734564953906049
"2752",29,46,2009,27227,1,4,0.7,3.3,0.00014691299078121,0.14691299078121
"2753",29,46,2010,27227,1,1,0.7,0.3,3.67282476953025e-05,0.0367282476953025
"2754",29,46,2011,27227,1,1,0.7,0.3,3.67282476953025e-05,0.0367282476953025
"2755",29,46,2012,27227,1,3,0.7,2.3,0.000110184743085907,0.110184743085907
"2756",29,46,2013,27227,1,1,0.7,0.3,3.67282476953025e-05,0.0367282476953025
"2757",29,46,2014,27227,1,2,0.7,1.3,7.34564953906049e-05,0.0734564953906049
"2758",29,47,2008,35662,0,0,0.2,-0.2,0,0
"2759",29,47,2009,35662,0,0,0.2,-0.2,0,0
"2760",29,47,2011,35662,0,0,0.2,-0.2,0,0
"2761",29,47,2016,35662,1,1,0.2,0.8,2.80410521002748e-05,0.0280410521002748
"2762",29,48,2005,1714773,1,10,0.345454545454545,9.65454545454545,5.83167567952143e-06,0.00583167567952143
"2763",29,48,2006,1714773,1,14,0.345454545454545,13.6545454545455,8.16434595133e-06,0.00816434595133
"2764",29,48,2007,1714773,1,6,0.345454545454545,5.65454545454545,3.49900540771286e-06,0.00349900540771286
"2765",29,48,2008,1714773,1,3,0.345454545454545,2.65454545454545,1.74950270385643e-06,0.00174950270385643
"2766",29,48,2009,1714773,1,3,0.345454545454545,2.65454545454545,1.74950270385643e-06,0.00174950270385643
"2767",29,48,2010,1714773,1,3,0.345454545454545,2.65454545454545,1.74950270385643e-06,0.00174950270385643
"2768",29,48,2011,1714773,0,0,0.345454545454545,-0.345454545454545,0,0
"2769",29,48,2012,1714773,1,5,0.345454545454545,4.65454545454545,2.91583783976071e-06,0.00291583783976071
"2770",29,48,2013,1714773,1,3,0.345454545454545,2.65454545454545,1.74950270385643e-06,0.00174950270385643
"2771",29,48,2014,1714773,1,5,0.345454545454545,4.65454545454545,2.91583783976071e-06,0.00291583783976071
"2772",29,48,2015,1714773,0,0,0.345454545454545,-0.345454545454545,0,0
"2773",29,48,2016,1714773,1,5,0.345454545454545,4.65454545454545,2.91583783976071e-06,0.00291583783976071
"2774",29,51,2006,17146,0,0,0,0,0,0
"2775",29,51,2007,17146,0,0,0,0,0,0
"2776",29,53,2006,78506,1,2,0.625,1.375,2.54757598145365e-05,0.0254757598145365
"2777",29,53,2007,78506,1,1,0.625,0.375,1.27378799072682e-05,0.0127378799072682
"2778",29,53,2008,78506,1,2,0.625,1.375,2.54757598145365e-05,0.0254757598145365
"2779",29,53,2010,78506,0,0,0.625,-0.625,0,0
"2780",29,53,2011,78506,1,1,0.625,0.375,1.27378799072682e-05,0.0127378799072682
"2781",29,53,2012,78506,1,1,0.625,0.375,1.27378799072682e-05,0.0127378799072682
"2782",29,53,2013,78506,1,1,0.625,0.375,1.27378799072682e-05,0.0127378799072682
"2783",29,53,2016,78506,1,2,0.625,1.375,2.54757598145365e-05,0.0254757598145365
"2784",29,54,2005,30676,0,0,0.296296296296296,-0.296296296296296,0,0
"2785",29,54,2006,30676,0,0,0.296296296296296,-0.296296296296296,0,0
"2786",29,54,2007,30676,0,0,0.296296296296296,-0.296296296296296,0,0
"2787",29,54,2008,30676,1,1,0.296296296296296,0.703703703703704,3.25987742860868e-05,0.0325987742860868
"2788",29,54,2009,30676,1,1,0.296296296296296,0.703703703703704,3.25987742860868e-05,0.0325987742860868
"2789",29,54,2011,30676,1,1,0.296296296296296,0.703703703703704,3.25987742860868e-05,0.0325987742860868
"2790",29,54,2012,30676,1,1,0.296296296296296,0.703703703703704,3.25987742860868e-05,0.0325987742860868
