"","countyfips","statefip","year","anti_native.max","anti_native.sum"
"1982","019","53",2015,0,0
"1983","019","54",2006,0,0
"1984","019","54",2007,0,0
"1985","019","54",2011,0,0
"1986","019","54",2012,0,0
"1987","019","54",2013,0,0
"1988","019","54",2014,0,0
"1989","019","54",2015,0,0
"1990","019","54",2016,0,0
"1991","019","55",2009,0,0
"1992","019","55",2010,0,0
"1993","019",NA,2005,1,6
"1994","019",NA,2006,0,0
"1995","019",NA,2007,1,1
"1996","019",NA,2008,0,0
"1997","019",NA,2009,0,0
"1998","019",NA,2011,0,0
"1999","019",NA,2012,1,1
"2000","019",NA,2013,0,0
"2001","019",NA,2016,0,0
"2002","021","01",2011,0,0
"2003","021","04",2005,0,0
"2004","021","04",2006,0,0
"2005","021","04",2007,0,0
"2006","021","04",2008,0,0
"2007","021","04",2009,0,0
"2008","021","04",2010,0,0
"2009","021","04",2011,0,0
"2010","021","04",2012,0,0
"2011","021","04",2013,0,0
"2012","021","04",2014,0,0
"2013","021","04",2015,0,0
"2014","021","04",2016,0,0
"2015","021","06",2007,0,0
"2016","021","06",2008,0,0
"2017","021","06",2012,0,0
"2018","021","06",2014,0,0
"2019","021","12",2005,0,0
"2020","021","12",2006,0,0
"2021","021","12",2007,0,0
"2022","021","12",2008,0,0
"2023","021","12",2009,0,0
"2024","021","12",2010,0,0
"2025","021","12",2011,0,0
"2026","021","12",2012,0,0
"2027","021","12",2013,0,0
"2028","021","12",2015,0,0
"2029","021","16",2006,0,0
"2030","021","20",2005,0,0
"2031","021","20",2006,0,0
"2032","021","20",2007,0,0
"2033","021","20",2012,0,0
"2034","021","20",2015,0,0
"2035","021","21",2006,0,0
"2036","021","21",2009,0,0
"2037","021","21",2010,0,0
"2038","021","21",2012,0,0
"2039","021","21",2013,0,0
"2040","021","23",2006,0,0
"2041","021","23",2007,0,0
"2042","021","24",2005,0,0
"2043","021","24",2006,0,0
"2044","021","24",2007,0,0
"2045","021","24",2008,0,0
"2046","021","24",2009,0,0
"2047","021","24",2010,0,0
"2048","021","24",2011,0,0
"2049","021","24",2012,0,0
"2050","021","24",2013,0,0
"2051","021","24",2014,0,0
"2052","021","24",2015,0,0
"2053","021","25",2005,0,0
"2054","021","25",2006,0,0
"2055","021","25",2007,0,0
"2056","021","25",2008,0,0
"2057","021","25",2009,0,0
"2058","021","25",2010,0,0
"2059","021","25",2011,0,0
"2060","021","25",2012,0,0
"2061","021","25",2013,0,0
"2062","021","25",2014,0,0
"2063","021","25",2015,1,1
"2064","021","25",2016,0,0
"2065","021","26",2005,0,0
"2066","021","26",2006,0,0
"2067","021","26",2007,0,0
"2068","021","26",2008,0,0
"2069","021","26",2009,0,0
"2070","021","26",2010,0,0
"2071","021","26",2011,0,0
"2072","021","26",2012,0,0
"2073","021","26",2013,0,0
"2074","021","26",2014,0,0
"2075","021","26",2015,0,0
"2076","021","26",2016,0,0
"2077","021","27",2012,0,0
"2078","021","29",2010,0,0
"2079","021","29",2011,0,0
"2080","021","29",2013,0,0
"2081","021","29",2015,0,0
"2082","021","29",2016,0,0
"2083","021","30",2006,0,0
"2084","021","34",2005,0,0
"2085","021","34",2006,0,0
"2086","021","34",2007,0,0
"2087","021","34",2008,0,0
"2088","021","34",2009,0,0
"2089","021","34",2010,0,0
"2090","021","34",2011,0,0
"2091","021","34",2012,0,0
"2092","021","34",2013,0,0
"2093","021","34",2014,0,0
"2094","021","34",2015,0,0
"2095","021","34",2016,0,0
"2096","021","36",2005,0,0
"2097","021","36",2009,0,0
"2098","021","36",2010,0,0
"2099","021","36",2011,0,0
"2100","021","36",2012,0,0
"2101","021","36",2014,0,0
"2102","021","37",2005,0,0
"2103","021","37",2006,0,0
"2104","021","37",2008,0,0
"2105","021","37",2009,0,0
"2106","021","37",2010,0,0
"2107","021","37",2011,0,0
"2108","021","37",2012,0,0
"2109","021","37",2013,0,0
"2110","021","37",2014,0,0
"2111","021","37",2015,0,0
"2112","021","37",2016,0,0
"2113","021","39",2005,0,0
"2114","021","39",2008,0,0
"2115","021","39",2009,0,0
"2116","021","39",2012,0,0
"2117","021","39",2013,0,0
"2118","021","39",2014,0,0
"2119","021","39",2015,0,0
"2120","021","39",2016,0,0
"2121","021","40",2006,0,0
"2122","021","40",2008,0,0
"2123","021","42",2005,0,0
"2124","021","42",2006,0,0
"2125","021","42",2007,0,0
"2126","021","42",2008,0,0
"2127","021","42",2009,0,0
"2128","021","42",2010,0,0
"2129","021","42",2011,0,0
"2130","021","42",2013,0,0
"2131","021","42",2014,0,0
"2132","021","42",2015,0,0
"2133","021","42",2016,0,0
"2134","021","45",2005,0,0
"2135","021","45",2012,0,0
"2136","021","45",2014,0,0
"2137","021","45",2015,0,0
"2138","021","47",2006,0,0
"2139","021","47",2007,1,1
"2140","021","47",2008,0,0
"2141","021","47",2009,0,0
"2142","021","47",2010,0,0
"2143","021","47",2011,0,0
"2144","021","47",2012,0,0
"2145","021","47",2013,0,0
"2146","021","47",2014,0,0
"2147","021","47",2015,0,0
"2148","021","48",2010,0,0
"2149","021","50",2005,0,0
"2150","021","50",2007,0,0
"2151","021","50",2010,0,0
"2152","021","50",2012,0,0
"2153","021","50",2013,0,0
"2154","021","50",2016,0,0
"2155","021","53",2006,0,0
"2156","021","53",2008,0,0
"2157","021","53",2009,0,0
"2158","021","53",2013,0,0
"2159","021","53",2016,0,0
"2160","021","55",2006,0,0
"2161","021","55",2008,0,0
"2162","021","55",2014,0,0
"2163","021","56",2007,0,0
"2164","021","56",2008,0,0
"2165","021","56",2010,0,0
"2166","023","04",2015,0,0
"2167","023","05",2005,1,1
"2168","023","05",2006,0,0
"2169","023","05",2009,0,0
"2170","023","06",2005,0,0
"2171","023","06",2006,0,0
"2172","023","06",2007,0,0
"2173","023","06",2008,0,0
"2174","023","06",2009,0,0
"2175","023","06",2010,0,0
"2176","023","06",2011,0,0
"2177","023","06",2012,1,1
"2178","023","06",2013,0,0
"2179","023","06",2014,0,0
"2180","023","06",2015,0,0
"2181","023","06",2016,0,0
"2182","023","17",2010,0,0
"2183","023","18",2010,0,0
"2184","023","21",2014,1,1
"2185","023","21",2015,0,0
"2186","023","21",2016,0,0
"2187","023","23",2006,0,0
"2188","023","23",2009,0,0
"2189","023","23",2010,0,0
"2190","023","23",2012,0,0
"2191","023","23",2013,0,0
"2192","023","23",2014,0,0
"2193","023","23",2015,0,0
"2194","023","24",2013,0,0
"2195","023","25",2005,0,0
"2196","023","25",2006,0,0
"2197","023","25",2007,0,0
"2198","023","25",2008,0,0
"2199","023","25",2009,0,0
"2200","023","25",2010,0,0
"2201","023","25",2011,0,0
"2202","023","25",2012,0,0
"2203","023","25",2013,0,0
"2204","023","25",2014,0,0
"2205","023","25",2015,0,0
"2206","023","25",2016,0,0
"2207","023","26",2005,0,0
"2208","023","26",2009,0,0
"2209","023","26",2011,0,0
"2210","023","26",2012,0,0
"2211","023","26",2013,0,0
"2212","023","26",2014,0,0
"2213","023","26",2016,0,0
"2214","023","27",2007,0,0
"2215","023","27",2011,1,1
"2216","023","29",2011,0,0
"2217","023","30",2005,0,0
"2218","023","30",2008,0,0
"2219","023","30",2010,0,0
"2220","023","32",2007,0,0
"2221","023","32",2011,0,0
"2222","023","34",2005,0,0
"2223","023","34",2006,0,0
"2224","023","34",2007,0,0
"2225","023","34",2008,0,0
"2226","023","34",2009,0,0
"2227","023","34",2010,0,0
"2228","023","34",2011,0,0
"2229","023","34",2012,0,0
"2230","023","34",2013,1,1
"2231","023","34",2014,0,0
"2232","023","34",2015,0,0
"2233","023","34",2016,0,0
"2234","023","36",2006,0,0
"2235","023","36",2009,0,0
"2236","023","36",2010,0,0
"2237","023","36",2012,0,0
"2238","023","36",2013,0,0
"2239","023","36",2014,0,0
"2240","023","37",2005,0,0
"2241","023","37",2006,0,0
"2242","023","37",2008,0,0
"2243","023","37",2009,0,0
"2244","023","37",2010,0,0
"2245","023","37",2011,0,0
"2246","023","37",2012,0,0
"2247","023","37",2013,0,0
"2248","023","37",2016,0,0
"2249","023","39",2008,0,0
"2250","023","39",2009,0,0
"2251","023","39",2011,0,0
"2252","023","39",2012,0,0
"2253","023","39",2014,0,0
"2254","023","39",2016,0,0
"2255","023","45",2005,0,0
"2256","023","45",2006,0,0
"2257","023","45",2007,0,0
"2258","023","45",2008,0,0
"2259","023","45",2009,0,0
"2260","023","45",2010,0,0
"2261","023","45",2011,0,0
"2262","023","45",2014,0,0
"2263","023","45",2015,0,0
"2264","023","45",2016,0,0
"2265","023","46",2005,0,0
"2266","023","46",2014,0,0
"2267","023","50",2005,0,0
"2268","023","50",2006,1,1
"2269","023","50",2007,0,0
"2270","023","50",2008,0,0
"2271","023","50",2009,0,0
"2272","023","50",2010,0,0
"2273","023","50",2011,0,0
"2274","023","50",2016,0,0
"2275","023","51",2009,0,0
"2276","023","53",2009,0,0
"2277","023","53",2014,0,0
"2278","023","53",2015,0,0
"2279","025","01",2010,0,0
"2280","025","01",2011,0,0
"2281","025","04",2005,0,0
"2282","025","04",2006,0,0
"2283","025","04",2007,0,0
"2284","025","04",2008,0,0
"2285","025","04",2009,0,0
"2286","025","04",2010,0,0
"2287","025","04",2011,0,0
"2288","025","04",2012,0,0
"2289","025","04",2013,0,0
"2290","025","04",2014,0,0
"2291","025","04",2015,0,0
"2292","025","04",2016,0,0
"2293","025","05",2006,0,0
"2294","025","06",2006,0,0
"2295","025","06",2007,0,0
"2296","025","06",2008,0,0
"2297","025","06",2009,0,0
"2298","025","06",2013,0,0
"2299","025","06",2014,0,0
"2300","025","06",2015,0,0
"2301","025","23",2006,0,0
"2302","025","23",2009,0,0
"2303","025","23",2010,0,0
"2304","025","23",2012,0,0
"2305","025","23",2013,0,0
"2306","025","24",2005,0,0
"2307","025","24",2006,0,0
"2308","025","24",2007,0,0
"2309","025","24",2008,0,0
"2310","025","24",2009,0,0
"2311","025","24",2010,0,0
"2312","025","24",2011,0,0
"2313","025","24",2013,0,0
"2314","025","24",2015,0,0
"2315","025","24",2016,0,0
"2316","025","25",2005,0,0
"2317","025","25",2006,0,0
"2318","025","25",2007,0,0
"2319","025","25",2008,0,0
"2320","025","25",2009,0,0
"2321","025","25",2010,0,0
"2322","025","25",2011,0,0
"2323","025","25",2012,0,0
"2324","025","25",2013,1,1
"2325","025","25",2014,0,0
"2326","025","25",2015,0,0
"2327","025","25",2016,0,0
"2328","025","26",2005,0,0
"2329","025","26",2006,0,0
"2330","025","26",2007,0,0
"2331","025","26",2008,0,0
"2332","025","26",2009,0,0
"2333","025","26",2010,0,0
"2334","025","26",2011,1,1
"2335","025","26",2012,1,2
"2336","025","26",2013,1,1
"2337","025","26",2014,1,1
"2338","025","26",2015,0,0
"2339","025","26",2016,0,0
"2340","025","27",2005,0,0
"2341","025","27",2007,0,0
"2342","025","27",2010,0,0
"2343","025","27",2012,0,0
"2344","025","29",2007,0,0
"2345","025","34",2005,0,0
"2346","025","34",2006,0,0
"2347","025","34",2007,0,0
"2348","025","34",2008,1,1
"2349","025","34",2009,1,1
"2350","025","34",2010,0,0
"2351","025","34",2011,0,0
"2352","025","34",2012,0,0
"2353","025","34",2013,0,0
"2354","025","34",2014,0,0
"2355","025","34",2015,0,0
"2356","025","34",2016,1,1
"2357","025","35",2005,0,0
"2358","025","36",2008,0,0
"2359","025","36",2015,0,0
"2360","025","37",2007,0,0
"2361","025","37",2010,0,0
"2362","025","37",2012,0,0
"2363","025","37",2013,0,0
"2364","025","37",2015,0,0
"2365","025","37",2016,0,0
"2366","025","38",2013,0,0
"2367","025","38",2014,0,0
"2368","025","38",2016,0,0
"2369","025","39",2005,0,0
"2370","025","39",2006,0,0
"2371","025","39",2007,0,0
"2372","025","39",2009,1,1
"2373","025","39",2011,0,0
"2374","025","39",2013,0,0
"2375","025","39",2016,0,0
"2376","025","42",2014,0,0
"2377","025","45",2006,0,0
"2378","025","45",2007,0,0
"2379","025","45",2008,0,0
"2380","025","45",2009,0,0
"2381","025","45",2010,0,0
"2382","025","45",2011,0,0
"2383","025","45",2012,0,0
"2384","025","45",2013,0,0
"2385","025","45",2015,0,0
"2386","025","45",2016,0,0
"2387","025","47",2012,0,0
"2388","025","47",2014,0,0
"2389","025","49",2012,0,0
"2390","025","50",2005,0,0
"2391","025","50",2006,0,0
"2392","025","50",2007,0,0
"2393","025","50",2008,0,0
"2394","025","50",2010,1,1
"2395","025","50",2011,0,0
"2396","025","50",2012,0,0
"2397","025","50",2014,0,0
"2398","025","50",2015,0,0
"2399","025","53",2005,0,0
"2400","025","53",2009,0,0
"2401","025","53",2010,0,0
"2402","025","53",2011,0,0
"2403","025","53",2013,0,0
"2404","025","53",2014,0,0
"2405","025","53",2015,0,0
"2406","025","54",2005,0,0
"2407","025","54",2006,0,0
"2408","025","55",2005,0,0
"2409","025","55",2006,0,0
"2410","025","55",2007,1,1
"2411","025","55",2008,0,0
"2412","025","55",2009,0,0
"2413","025","55",2010,0,0
"2414","025","55",2011,1,1
"2415","025","55",2012,0,0
"2416","025","55",2013,0,0
"2417","025","55",2014,0,0
"2418","025","55",2015,1,1
"2419","025","55",2016,0,0
"2420","025","56",2006,0,0
"2421","025","56",2007,0,0
"2422","025","56",2008,0,0
"2423","025",NA,2005,0,0
"2424","025",NA,2006,0,0
"2425","025",NA,2007,0,0
"2426","025",NA,2008,0,0
"2427","025",NA,2009,0,0
"2428","025",NA,2010,0,0
"2429","025",NA,2011,0,0
"2430","025",NA,2012,0,0
"2431","025",NA,2013,0,0
"2432","025",NA,2014,0,0
"2433","025",NA,2015,0,0
"2434","025",NA,2016,0,0
"2435","027","04",2005,0,0
"2436","027","04",2006,0,0
"2437","027","04",2007,0,0
"2438","027","04",2008,0,0
"2439","027","04",2010,0,0
"2440","027","04",2011,0,0
"2441","027","04",2012,0,0
"2442","027","04",2013,0,0
"2443","027","04",2014,1,1
"2444","027","04",2015,0,0
"2445","027","04",2016,0,0
"2446","027","05",2005,0,0
"2447","027","05",2006,0,0
"2448","027","05",2008,0,0
"2449","027","05",2009,0,0
"2450","027","06",2005,0,0
"2451","027","06",2006,0,0
"2452","027","06",2007,0,0
"2453","027","06",2008,0,0
"2454","027","06",2010,0,0
"2455","027","08",2005,0,0
"2456","027","08",2009,0,0
"2457","027","08",2016,0,0
"2458","027","12",2007,0,0
"2459","027","12",2009,0,0
"2460","027","12",2016,0,0
"2461","027","16",2005,0,0
"2462","027","16",2006,0,0
"2463","027","16",2007,0,0
"2464","027","16",2008,0,0
"2465","027","16",2009,0,0
"2466","027","16",2010,0,0
"2467","027","16",2011,0,0
"2468","027","16",2012,0,0
"2469","027","16",2013,1,1
"2470","027","16",2014,0,0
"2471","027","16",2015,0,0
"2472","027","16",2016,0,0
"2473","027","18",2016,0,0
"2474","027","20",2008,0,0
"2475","027","20",2011,0,0
"2476","027","20",2015,0,0
"2477","027","21",2009,0,0
"2478","027","21",2014,0,0
"2479","027","21",2016,0,0
"2480","027","23",2006,0,0
"2481","027","23",2007,0,0
"2482","027","23",2010,0,0
"2483","027","23",2011,0,0
"2484","027","23",2013,0,0
"2485","027","23",2014,0,0
"2486","027","23",2015,0,0
"2487","027","24",2005,0,0
"2488","027","24",2006,0,0
"2489","027","24",2007,0,0
"2490","027","24",2008,0,0
"2491","027","24",2009,0,0
"2492","027","24",2013,0,0
"2493","027","24",2016,0,0
"2494","027","25",2005,0,0
"2495","027","25",2006,0,0
"2496","027","25",2007,0,0
"2497","027","25",2008,0,0
"2498","027","25",2009,0,0
"2499","027","25",2010,0,0
"2500","027","25",2011,0,0
"2501","027","25",2012,0,0
"2502","027","25",2013,0,0
"2503","027","25",2014,0,0
"2504","027","25",2015,0,0
"2505","027","25",2016,0,0
"2506","027","26",2005,0,0
"2507","027","26",2006,0,0
"2508","027","26",2007,1,1
"2509","027","26",2008,0,0
"2510","027","26",2009,0,0
"2511","027","26",2013,0,0
"2512","027","26",2014,0,0
"2513","027","26",2015,0,0
"2514","027","26",2016,0,0
"2515","027","27",2005,0,0
"2516","027","27",2007,0,0
"2517","027","27",2008,0,0
"2518","027","27",2011,0,0
"2519","027","27",2012,0,0
"2520","027","27",2013,0,0
"2521","027","27",2014,0,0
"2522","027","27",2015,0,0
"2523","027","27",2016,0,0
"2524","027","32",2006,0,0
"2525","027","34",2005,0,0
"2526","027","34",2006,0,0
"2527","027","34",2007,0,0
"2528","027","34",2008,1,1
"2529","027","34",2009,0,0
"2530","027","34",2010,0,0
"2531","027","34",2011,0,0
"2532","027","34",2012,0,0
"2533","027","34",2013,0,0
"2534","027","34",2014,0,0
"2535","027","34",2015,0,0
"2536","027","34",2016,0,0
"2537","027","36",2005,0,0
"2538","027","36",2006,0,0
"2539","027","36",2007,0,0
"2540","027","36",2008,0,0
"2541","027","36",2009,0,0
"2542","027","36",2010,0,0
"2543","027","36",2011,0,0
"2544","027","36",2012,0,0
"2545","027","36",2013,0,0
"2546","027","36",2014,0,0
"2547","027","36",2015,0,0
"2548","027","36",2016,0,0
"2549","027","37",2006,0,0
"2550","027","37",2009,0,0
"2551","027","37",2010,0,0
"2552","027","37",2012,0,0
"2553","027","37",2014,0,0
"2554","027","37",2015,0,0
"2555","027","39",2005,0,0
"2556","027","39",2006,0,0
"2557","027","39",2007,0,0
"2558","027","39",2008,0,0
"2559","027","39",2009,0,0
"2560","027","39",2010,0,0
"2561","027","39",2011,1,1
"2562","027","39",2014,1,2
"2563","027","39",2015,1,1
"2564","027","39",2016,1,1
"2565","027","40",2005,0,0
"2566","027","40",2006,0,0
"2567","027","40",2007,0,0
"2568","027","40",2008,0,0
"2569","027","40",2009,0,0
"2570","027","40",2010,0,0
"2571","027","40",2011,1,1
"2572","027","40",2013,0,0
"2573","027","40",2014,0,0
"2574","027","40",2015,0,0
"2575","027","40",2016,0,0
"2576","027","41",2014,0,0
"2577","027","41",2015,0,0
"2578","027","41",2016,0,0
"2579","027","42",2005,0,0
"2580","027","42",2008,0,0
"2581","027","42",2009,0,0
"2582","027","42",2010,0,0
"2583","027","42",2011,0,0
"2584","027","42",2012,0,0
"2585","027","42",2013,0,0
"2586","027","42",2014,0,0
"2587","027","42",2015,0,0
"2588","027","42",2016,0,0
"2589","027","45",2006,0,0
"2590","027","45",2007,0,0
"2591","027","45",2008,0,0
"2592","027","45",2011,0,0
"2593","027","45",2012,0,0
"2594","027","45",2013,0,0
"2595","027","46",2005,0,0
"2596","027","46",2006,1,1
"2597","027","46",2013,0,0
"2598","027","46",2014,0,0
"2599","027","46",2015,0,0
"2600","027","48",2005,0,0
"2601","027","48",2006,0,0
"2602","027","48",2008,0,0
"2603","027","48",2009,0,0
"2604","027","48",2012,0,0
"2605","027","48",2013,0,0
"2606","027","48",2014,0,0
"2607","027","48",2016,0,0
"2608","027","50",2005,0,0
"2609","027","50",2006,0,0
"2610","027","50",2008,0,0
"2611","027","50",2009,0,0
"2612","027","50",2013,0,0
"2613","027","50",2016,0,0
"2614","027","51",2013,0,0
"2615","027","53",2008,0,0
"2616","027","53",2009,0,0
"2617","027","53",2012,0,0
"2618","027","53",2013,0,0
"2619","027","53",2014,0,0
"2620","027","53",2015,0,0
"2621","027","53",2016,0,0
"2622","027","54",2007,0,0
"2623","027","54",2008,0,0
"2624","027","55",2008,0,0
"2625","027","55",2014,0,0
"2626","027","56",2007,0,0
"2627","027","56",2010,0,0
"2628","028","35",2008,0,0
"2629","029","01",2011,0,0
"2630","029","05",2005,0,0
"2631","029","05",2007,0,0
"2632","029","05",2008,0,0
"2633","029","05",2009,0,0
"2634","029","05",2010,0,0
"2635","029","06",2005,0,0
"2636","029","06",2006,0,0
"2637","029","06",2007,0,0
"2638","029","06",2008,0,0
"2639","029","06",2009,0,0
"2640","029","06",2010,0,0
"2641","029","06",2011,0,0
"2642","029","06",2012,0,0
"2643","029","06",2013,0,0
"2644","029","06",2014,0,0
"2645","029","06",2015,0,0
"2646","029","06",2016,0,0
"2647","029","08",2005,0,0
"2648","029","08",2012,0,0
"2649","029","08",2016,0,0
"2650","029","17",2007,0,0
"2651","029","17",2011,0,0
"2652","029","17",2016,0,0
"2653","029","19",2014,0,0
"2654","029","20",2006,0,0
"2655","029","20",2007,0,0
"2656","029","20",2012,0,0
"2657","029","21",2009,0,0
"2658","029","21",2010,0,0
"2659","029","21",2011,0,0
"2660","029","21",2012,1,1
"2661","029","21",2013,1,1
"2662","029","21",2014,0,0
"2663","029","21",2015,0,0
"2664","029","21",2016,1,1
"2665","029","23",2005,0,0
"2666","029","23",2007,1,1
"2667","029","23",2009,0,0
"2668","029","23",2010,0,0
"2669","029","23",2012,0,0
"2670","029","23",2013,0,0
"2671","029","24",2006,0,0
"2672","029","24",2007,0,0
"2673","029","26",2010,0,0
"2674","029","26",2011,0,0
"2675","029","29",2008,0,0
"2676","029","30",2005,0,0
"2677","029","30",2006,1,1
"2678","029","30",2007,0,0
"2679","029","30",2008,0,0
"2680","029","30",2009,0,0
"2681","029","30",2010,0,0
"2682","029","30",2011,0,0
"2683","029","30",2012,0,0
"2684","029","30",2013,0,0
"2685","029","30",2014,0,0
"2686","029","30",2015,0,0
"2687","029","30",2016,0,0
"2688","029","34",2005,0,0
"2689","029","34",2006,0,0
"2690","029","34",2007,0,0
"2691","029","34",2008,0,0
"2692","029","34",2009,0,0
"2693","029","34",2010,0,0
"2694","029","34",2011,0,0
"2695","029","34",2012,0,0
"2696","029","34",2013,0,0
"2697","029","34",2014,0,0
"2698","029","34",2015,0,0
"2699","029","34",2016,0,0
"2700","029","36",2005,0,0
"2701","029","36",2006,0,0
"2702","029","36",2007,0,0
"2703","029","36",2008,1,1
"2704","029","36",2009,0,0
"2705","029","36",2010,0,0
"2706","029","36",2011,0,0
"2707","029","36",2012,0,0
"2708","029","36",2013,0,0
"2709","029","36",2014,0,0
"2710","029","36",2015,0,0
"2711","029","36",2016,0,0
"2712","029","39",2008,0,0
"2713","029","39",2010,0,0
"2714","029","39",2011,0,0
"2715","029","39",2012,0,0
"2716","029","39",2013,0,0
"2717","029","39",2014,0,0
"2718","029","39",2016,0,0
"2719","029","41",2005,0,0
"2720","029","41",2006,0,0
"2721","029","41",2007,0,0
"2722","029","41",2008,0,0
"2723","029","41",2009,0,0
"2724","029","41",2010,0,0
"2725","029","41",2011,0,0
"2726","029","41",2012,0,0
"2727","029","41",2013,0,0
"2728","029","41",2014,0,0
"2729","029","41",2015,0,0
"2730","029","41",2016,0,0
"2731","029","42",2005,0,0
"2732","029","42",2006,0,0
"2733","029","42",2007,0,0
"2734","029","42",2008,0,0
"2735","029","42",2009,0,0
"2736","029","42",2010,0,0
"2737","029","42",2011,0,0
"2738","029","42",2012,0,0
"2739","029","42",2013,0,0
"2740","029","42",2015,0,0
"2741","029","45",2005,0,0
"2742","029","45",2007,0,0
"2743","029","45",2008,0,0
"2744","029","45",2009,0,0
"2745","029","45",2010,0,0
"2746","029","45",2011,1,1
"2747","029","45",2012,0,0
"2748","029","45",2013,0,0
"2749","029","45",2015,0,0
"2750","029","45",2016,0,0
"2751","029","46",2008,1,2
"2752","029","46",2009,1,1
"2753","029","46",2010,1,1
"2754","029","46",2011,1,1
"2755","029","46",2012,1,1
"2756","029","46",2013,0,0
"2757","029","46",2014,0,0
"2758","029","47",2008,0,0
"2759","029","47",2009,0,0
"2760","029","47",2011,0,0
"2761","029","47",2016,0,0
"2762","029","48",2005,0,0
"2763","029","48",2006,0,0
"2764","029","48",2007,0,0
"2765","029","48",2008,0,0
"2766","029","48",2009,0,0
"2767","029","48",2010,0,0
"2768","029","48",2011,0,0
"2769","029","48",2012,0,0
"2770","029","48",2013,0,0
"2771","029","48",2014,0,0
"2772","029","48",2015,0,0
"2773","029","48",2016,0,0
"2774","029","51",2006,0,0
"2775","029","51",2007,0,0
"2776","029","53",2006,0,0
"2777","029","53",2007,0,0
"2778","029","53",2008,0,0
"2779","029","53",2010,0,0
"2780","029","53",2011,0,0
"2781","029","53",2012,0,0
"2782","029","53",2013,0,0
"2783","029","53",2016,0,0
"2784","029","54",2005,0,0
"2785","029","54",2006,0,0
"2786","029","54",2007,0,0
"2787","029","54",2008,0,0
"2788","029","54",2009,0,0
"2789","029","54",2011,0,0
"2790","029","54",2012,1,1
"2791","029","54",2013,0,0
"2792","029","54",2014,0,0
"2793","029","54",2015,0,0
"2794","029","54",2016,1,1
"2795","029","56",2005,0,0
"2796","029","56",2007,0,0
"2797","031","01",2008,0,0
"2798","031","01",2011,0,0
"2799","031","05",2005,0,0
"2800","031","05",2006,0,0
"2801","031","05",2007,0,0
"2802","031","05",2008,0,0
"2803","031","05",2009,0,0
"2804","031","05",2010,0,0
"2805","031","05",2012,0,0
"2806","031","06",2007,0,0
"2807","031","06",2008,0,0
"2808","031","06",2010,0,0
"2809","031","06",2011,0,0
"2810","031","06",2012,0,0
"2811","031","06",2013,0,0
"2812","031","06",2015,0,0
"2813","031","06",2016,0,0
"2814","031","08",2005,0,0
"2815","031","08",2006,0,0
"2816","031","08",2007,1,2
"2817","031","08",2008,0,0
"2818","031","08",2009,1,2
"2819","031","08",2010,0,0
"2820","031","08",2011,0,0
"2821","031","08",2012,1,7
"2822","031","08",2013,0,0
"2823","031","08",2014,0,0
"2824","031","08",2015,0,0
"2825","031","08",2016,0,0
"2826","031","12",2005,0,0
"2827","031","12",2006,0,0
"2828","031","12",2007,0,0
"2829","031","12",2008,0,0
"2830","031","12",2009,0,0
"2831","031","12",2011,0,0
"2832","031","12",2012,0,0
"2833","031","12",2013,0,0
"2834","031","12",2016,0,0
"2835","031","16",2005,0,0
"2836","031","16",2013,0,0
"2837","031","16",2014,0,0
"2838","031","16",2015,0,0
"2839","031","17",2005,0,0
"2840","031","17",2006,0,0
"2841","031","17",2007,0,0
"2842","031","17",2008,0,0
"2843","031","17",2009,0,0
"2844","031","17",2010,0,0
"2845","031","17",2011,0,0
"2846","031","17",2012,0,0
"2847","031","17",2013,0,0
"2848","031","17",2014,0,0
"2849","031","17",2015,0,0
"2850","031","17",2016,1,1
"2851","031","18",2006,0,0
"2852","031","18",2014,0,0
"2853","031","18",2015,1,1
"2854","031","20",2006,0,0
"2855","031","20",2014,0,0
"2856","031","21",2014,0,0
"2857","031","23",2005,0,0
"2858","031","23",2006,0,0
"2859","031","23",2007,0,0
"2860","031","23",2008,0,0
"2861","031","23",2009,0,0
"2862","031","23",2010,0,0
"2863","031","23",2011,0,0
"2864","031","23",2012,0,0
"2865","031","23",2013,0,0
"2866","031","23",2014,0,0
"2867","031","23",2015,0,0
"2868","031","23",2016,0,0
"2869","031","24",2005,0,0
"2870","031","24",2006,0,0
"2871","031","24",2007,0,0
"2872","031","24",2008,0,0
"2873","031","24",2009,0,0
"2874","031","24",2010,0,0
"2875","031","24",2011,0,0
"2876","031","24",2012,0,0
"2877","031","24",2013,0,0
"2878","031","24",2014,0,0
"2879","031","24",2015,0,0
"2880","031","24",2016,0,0
"2881","031","26",2012,0,0
"2882","031","26",2015,0,0
"2883","031","29",2006,0,0
"2884","031","29",2009,0,0
"2885","031","29",2010,0,0
"2886","031","30",2009,0,0
"2887","031","30",2011,0,0
"2888","031","30",2013,1,1
"2889","031","32",2005,0,0
"2890","031","32",2006,0,0
"2891","031","32",2007,1,1
"2892","031","32",2008,0,0
"2893","031","32",2009,0,0
"2894","031","32",2012,0,0
"2895","031","32",2013,0,0
"2896","031","32",2014,0,0
"2897","031","32",2015,0,0
"2898","031","32",2016,0,0
"2899","031","34",2005,0,0
"2900","031","34",2006,0,0
"2901","031","34",2007,0,0
"2902","031","34",2008,0,0
"2903","031","34",2009,0,0
"2904","031","34",2010,0,0
"2905","031","34",2011,0,0
"2906","031","34",2012,0,0
"2907","031","34",2013,0,0
"2908","031","34",2014,0,0
"2909","031","34",2015,0,0
"2910","031","34",2016,0,0
"2911","031","35",2009,0,0
